id,text,label
2010LVI,"lvi 2010 act iv of 1978 on the criminal code amending act no [fette_1] 1. § iv of 1978 on the criminal code act (hereinafter referred to as ""btk.') 83. article 8 is replaced by the following: § (1) punishment - purpose (art. §) with regard to the degree of guilt and other aggravating and mitigating circumstances, it must be imposed within the limits laid down by law in such a way as to conform to the degree of danger of the criminal and of the perpetrator to society. 2. the minimum rate of the sentence shall be applied when a time-limit of imprisonment is imposed. the mid-rate shall be determined by adding to the lower limit of the sentence half of the difference between the upper and lower limits. 3. where this law provides for an increase in the penalty items laid down in the specific part of this act in the event of the imposition of a penalty, the calculation provided for in paragraph 2 shall be made in respect of the penalty items raised. 4. where the court provides for imprisonment, it shall determine the amount of the sentence by suspending enforcement or ignoring the possibility of conditional release. the btk. 85. if at least three of the offences in the crime pool are 137, the following paragraph 4 is added: a violent offence against a person as defined in paragraph 17 of article 17 shall double the limit of the sentence referred to in paragraph 2. if the maximum limit of the sentence thus increased exceeds 20 years or if, under the law, any criminal offence is punishable by a life sentence against the perpetrator, a life sentence shall be imposed. the btk. 97. § 2 is replaced by the following: .97. § (1) the maximum limit for the sentence of a new offence in the event of imprisonment shall be increased by half, unless otherwise provided for in this act, but shall not exceed twenty years, in the event of imprisonment. in the event of a national penalty, article 85 shall apply. § (2) of article 87/c. the sentence set out in paragraph 1 shall be increased by half. (2) the penalty for the specific and multiple relapses shall be as set out in article 87. paragraph (2) of section 2 shall be applied only in cases where special consideration is required. 3. the more serious consequences set out in paragraph 1 shall not apply if the special part of this act provides for the special reclamation of the offence to be punishable as a more serious case of the offence. the btk. 97/a. article 3 is replaced by the following: § (1) in the event of a violent multiple relapse, the maximum penalty for a serious criminal offence against a more violent multiple relapser shall be doubled in the event of imprisonment. if the maximum limit of the sentence thus increased exceeds 20 years or if, under the law, the criminal offence is punishable by life imprisonment against the perpetrator, a life sentence shall be imposed. (2) in the face of violent multiple relapses, article 38 shall apply. paragraph 3 of this article shall not apply. (3) there is no room for absolving punishment against a violent multiple relapse. the btk. 229. paragraph 8 of the act shall be replaced by the following: ""8. whoever commits a criminal offence pursuant to paragraphs 1 to 3 in the event of paragraph 1 for a period of one to five years in the case of paragraph 2, from two to eight years in the case of paragraph 3, from five to ten years in the case of paragraph 3.",10
2015CCIII,"the commission notes that the marketing services agreements concluded between ryanair and ryanair do not constitute state aid within the meaning of article 107 (1) of the treaty and do not constitute state aid within the meaning of article 107 (1) of the treaty and do not constitute state aid within the meaning of article 107 (1) of the treaty. act xlii of 2015 on the service relationship of professional staff of law enforcement bodies. amending law and other related laws [footnote_1] 1. xlii 2015 on the service relationship of professional staff of law enforcement bodies. amendment of law 1. § (1) xlii 2015 on the service relationship of professional staff of law enforcement bodies. act (hereinafter referred to as ""hst.') 6. paragraph (4) to (7) of the act shall be replaced by the following provisions:, 4) except as provided for in paragraph 6, the declaration of law shall be deemed to be written even if it is communicated in an electronic document capable of identifying the person of the declarant and the date on which the declaration of rights was made (hereinafter referred to as the electronic document). 5. the identification of the declarant pursuant to paragraph 4 shall not require the electronic signature or qualified electronic signature of the declarant in accordance with the act on electronic signature. (6) a declaration of rights relating to the establishment of a service relationship to change the service relationship and to terminate the service relationship shall be made by electronic means, at least, by electronic means, by electronic means, to issue a request for the termination of a conflict of interest and a request for payment on the part of the practitioner of the employer's powers, a decision in the matter of disciplinary indecency or compensation. 7. the person designated in writing by the employer's exerciser or authorised to do so in the organisational and operational rules shall produce a certified paper-based publication within five days of the declaration of rights issued electronically pursuant to paragraph 6. the clause shall include the signature of the person entitled to endorse the date of endorsement and a textual reference to the fact that the paper-based publication is the same as the underlying electronically certified document. the paper-based publication shall be communicated to the member of the professional staff. 6. the following paragraphs 8 and 9 shall be added to section 6 of this article:.8 in the case of a multi-faceted declaration of rights, where the holder of the employer's authority signs the document electronically in accordance with paragraph 6, the paper-based publication containing at least an advanced signature of the employer's authority shall include the signature of the person not signing the document electronically at the same time. 9. written declarations of rights shall be issued in electronic documents pursuant to paragraph 6 or published in accordance with paragraphs 7 and 8 with the exception of the professional staff of the parliamentary guard. chapter 6 of the following chapter 6/a: the following paragraphs shall be added: § (1) the written declaration of rights shall be communicated to the member of the professional staff. a written declaration of rights shall be deemed to be communicated if it is handed over to a member of a professional staff or to a person entitled to receive it or is made available to them in the electronic document. the communication shall also take effect if the recipient or other person entitled to take over has refused or intentionally prevented the receipt. it shall be recorded. 2. the electronic document shall be made available when the recipient or other person entitled to receive it has the opportunity to know its content. 3. where the law enforcement body has communicated the declaration of rights by making the electronic document available and the addressee or other person entitled to receive it does not return the declaration within five days of receipt of the electronic document by the law enforcement body in another written form. in such a case, the date of notification of the declaration of rights shall be the date of the second communication. 4. in addition to paragraph 1,",10
2006XIV,"xiv of 2006 act k.3 of the treaty on european union on the publication of the convention and protocols of 26 july 1995 establishing a european police office (europol convention) and of the xxxiv 1994 on police amending act no [fette_1] 1. § k.3 of the treaty on european union. the convention of 26 july 1995 on the establishment of a european police office (europol convention) on the basis of article 4 of the treaty on the functioning of the european union (tfeu) shall be published by this law. the date of entry into force of the europol convention in international law shall be 1 september 2004. 2. § the official text of the convention in hungarian shall be as follows:, convention on the treaty on european union k.3. regulation (eu) no 182/2011 of the european parliament and of the council of 16 february 2011 laying down the rules and general principles concerning mechanisms for control by member states of the commission's exercise of implementing powers (oj l 55, 28.2.2011, p. 1). 2. europol shall be linked in each member state to a single national unit which shall be established or designated in accordance with article 4. article 2 purpose (1) the purpose of europol is to ensure that the k.1 of the treaty on european union: in the framework of cooperation between member states pursuant to article 3 (9) of the treaty, the measures listed in this convention will improve the effectiveness and cooperation of the competent authorities of the member states in preventing and combating terrorism in the field of illicit drug trafficking and other serious forms of international crime, where there are specific indications that an organised criminal structure is involved and that these forms of crime affect two or more member states so that the weight and consequences of the scope of the crime require joint action by the member states. 2. in order to achieve progressively the objective referred to in paragraph 1, europol shall initially be responsible for preventing and combating trafficking in illicit drugs in nuclear and radioactive materials, trafficking in human beings and offences related to motor vehicles. at the latest two following the entry into force of this convention, europol shall:",10
2003XIV,"14th of 2003 act lxvi of 1997 on the organisation and administration of the courts. amendment of law 1. § lxvi of 1997 on the organisation and administration of the courts. law 94. article 3 is replaced by the following: § the duties of the court in the execution of the penalties and measures shall be performed by the execution judge who operates in the county court. amendment of law 2. § lxviii of 1997 on the service of judicial staff law (hereinafter referred to as ""iasz') 1. article 4 (1) and (2) of the act shall be replaced by the following provisions:,1) the scope of the act shall apply to the judicial service (hereinafter referred to as ""the office of oit') with the office of the judicial experts institutes and the office of judicial experts (hereinafter referred to as ""the office of iszi') established with the national office of the patronage supervisory service and with the county (central) offices (hereinafter referred to as ""the office of the pfsz'). 2. the workers of daycare centers and kindergartens maintained by the judicial body listed in paragraph 1 (hereinafter referred to as ""the judicial body"") shall be xxxiii of 1992 on the status of civil servants. they are covered by law. the lass. 2. in paragraph 2 of this article, the following point (b) is added and the original subparagraph (b) to (e) becomes points (c) to (f): the lass. the following 4/a. the following paragraphs shall be added: § the patronage inspector shall organise an environmental study and monitor the implementation of the public interest work in accordance with the individual patron's supervisory plan and perform the patron's supervision of the post-care activities in the prison and perform the other tasks specified in the law. the lass. 6. the second sentence of paragraph 1 of article 2 (1) of the act is replaced by the following: the lass. 8. paragraph 1 (c) to (d) of the rules of procedure shall be replaced by the following: [employers' powers], (c) as regards the director-general of the office of the iszi and the pfsz office, and the deputy director-general of the office of the pfsz office, (d) as regards the staff of the office of iszi, the director-general of the office of the iszi as regards the staff of the patrons and the staff of the office of the pfsz, the director-general of the office of the pfsz.] 7. the lass. 11. paragraph 3 of article 3 of the act is replaced by the following:  in 1997 lxvii on the status and remuneration of judges in the appointment of the judicial expert and the patron. act no. 3 the provision in paragraph 2 of section 2 of section 2 of the act also applies to the fact that, in the case of the patron inspector, the director-general of the office of the pfsz, the minister of justice is entitled to consider the data of the criminal record. § (1) the lasz. 13. the following paragraph 2 is added and the original paragraphs 2 to 6 become paragraph 3 to 7 (a) to (d) of article 7 of the acting inspector of the law of the university, a qualified administrative expert psychologist, a sociopolitical sociologist or theologian; a teacher or social worker at university or college level; a medical educator at college level or social educator; a graduate in higher education and a vocational training course, in particular an addictological consultant for children and youth protection mental health and health care.",10
1995LXXIII,"1995 lxxiii. act on the 1995 budget of the financial funds for social security and the general rules for the financing of health insurance services in kind [legislation_1] parliament - xxxviii of 1992 on public finances, as amended several times. law (hereinafter referred to as ""the aht') 86. lxxxiv of 1992, as amended several times on the basis of social security and its 1993 budget. act (hereinafter referred to as at) lxxxiv 1991, amended several times on the municipal administration of social security. act (hereinafter referred to as ""the öi') subject to its provisions - the two classes of social security forming the general government's subsystem: the 1995 budget of the pension insurance and health insurance funds constitute the following law: chapter i budget of the fund for insurance in the witness of the amounts 1. § (1) the national assembly shall be the pension insurance fund (hereinafter referred to as the ""ny. the budget for 1995 is set at huf 511 417 million in revenue with huf 511 417 million in expenditure appropriations with zero balance. (2) the n. the 1995 budget balance sheet of the fund is set out in annex 1 to the act. revenue breakdown 2. § (1) the total amount of the contributions is huf 453 974 million, of which the amount of the contributions resulting from the recovery of outstanding liabilities in 1995 is huf 19 488 million. out of the regular contributions of huf 434 486 million, the employer's pension insurance contribution is huf 338 805 million for the individual pension contribution for huf 81 321 million for the pension insurance contribution paid for the unemployment benefit and the unemployment benefit of the start-ups for huf 2700 million. the pension insurance contribution paid for each social benefit is huf 1660 million, of which huf 1125 million is the contribution paid by the municipal authorities for huf 275 million, the contribution deducted from the benefit is huf 260 million, the contribution of church persons was covered by the 1994 civ on the 1995 budget of the republic of hungary. act (hereinafter referred to as ""ktv') chapter xviii ministry of culture and public education chapter 15, chapter 6, appropriation 20. 2. 7. the return on investments of huf 335 million on the sale of fixed assets is huf 1300 million on the basis of paragraphs (3) to (4) of the act. (3) other revenue related to social security activities is huf 12 053 million, of which the late payment and the penalty are huf 11 714 million and huf 339 million is the amount of the refund of undue payments and other expected revenue. (4) the n. the fund's revenue will be increased by huf 1 052 million by the transfer of one-off revenue from the health insurance fund (hereinafter referred to as the e fund). (5) interest and other return revenues amount to huf 3200 million. (6) the n. based on at. 3. the amount of assigned revenue in accordance with paragraph 5 (b) of article 2 (1) of the financial regulation is estimated at huf 35 472 million. (7) operating revenues amount to huf 395 million. for benefits other than those financed by social security, ktv. chapter xi ministry of welfare chapter 11 title 1 chapter 1 the amount of compensation for the 3rd category of appropriations is huf 155 million for the reimbursement of other bodies and the amount of own operating income is huf 240 million. details of expenditure 3. (1) at. 4. this appropriation is intended to cover the expenditure on pensions provided for in paragraph 1 (1) of article 443 701 million forints. (2) the appropriation for other expenditure actually shown (postage and travel expenses) is huf 1609 million. 3. payments due as defined in paragraphs 1 to 2, including increases in pensions required under the legislation in force at all times, shall then be made.",11
1990LXXXI,"1990 lxxxi. act on the implementation of the budget of the social insurance fund for 1989 [legislation_1] parliament constitutes the following law on the implementation of the budget of the social insurance fund for 1989: the main amounts 1. § the parliament approves the implementation of the budget of the social insurance fund in 1989 with huf 296 412 148 thousand (two hundred ninety-six billion-four hundred twelve million-forty-eight thousand) and huf 269 534 108 thousand (two hundred and sixty-nine billion-five hundred and thirty-four million-hundred thousand) with a surplus of huf 26 878 040 (twenty-six billion-eighty-eighty-forty thousand). the balance sheet for the implementation of the budget is set out in annex 4 for the breakdown of revenue and supply expenditure. revenue breakdown 2. § the amount of social security contributions is huf 237 096 million; 80% of the total revenue. in particular, the revenue from the public and cooperative sector is huf 176 212 million from the budget bodies for huf 47 472 million from the private sector for huf 13 411 million. 3. § the pension contribution revenue is huf 53 600 million, 181% of the total revenue. 4. § other social security revenues amount to huf 3 027 million, 10% of the total revenue. 5. § the sum of the combined revenues of social security is huf 2.157 million, which is 07% of the total revenue. forints 2000 million from mixed income, the hungarian social insurance fund (mff) in 1988 is part of the 21st edition of the hungarian social insurance fund (mff). law 4 (hereinafter ""t') the amount of the current fund supply pursuant to § (5) of the act. 6. § the revenue from the financial activity of social security amounts to huf 533 million, representing 22% of the total revenue. details of expenditure 7. § expenditure on pensions and pension-like benefits is huf 156 492 million, 581% of the total expenditure. 8. § family allowance expenditure is huf 52 812 million, 19% of the total expenditure. 9. § a sum of huf 15 086 million has been spent on child-taking benefits and benefits; this is 56% of the total expenditure. in particular, the child care fee of huf 8 250 million is huf 3 412 million for the childbearing allowance of huf 2 701 million for the maternity allowance of huf 723 million. 10. § the sickness allowance is huf 21 097 million, 78% of the total expenditure. 11. § 19 264 million forints were used to support the use of medicines and medical aids; this is 71% of the total expenditure. 12. § a sum of huf 2 219 million was spent on grants and other social security expenses related to the use of medical services for various other aids; this is 08% of the total expenditure. 13. § forints 2 564 million were used for the operation of social security; this is 10% of the total expenditure is 09% of the total revenue of the social insurance fund. revenue surplus and use 14. (1) the revenue surplus of the social insurance fund in 1989 is huf 26 878 million. (2) of the revenue surplus, huf 501 million is also used for various health-preservation purposes and for drug distribution purposes; and for part of the public tasks of drug financing. of this use, article 15 is replaced by the following: § (1) (b) and (c) are reimbursed by the state budget to social security in 1991. (3) of the revenue surplus, 15 900 million huf in securities is a long-term committed amount. of these, huf 13 100 million were purchased by the national assembly in a housing fund hedge bond of huf 2 700 million at t. 6. forints 100 million in shares referred to in paragraph (4) of the article, real estate bank rt. is in its shares. (4) remaining of the surplus of revenue after the uses referred to in paragraphs 2 to 3",11
1993XLIV,"1993 xliv. act lxxxiv of 1992 on the financial basis of social security and their 1993 budget. [leg note_1] in order to gradually introduce the financing reform of health care, the national assembly adopted the 1992 lxxxiv on the financial basis of social security and their 1993 budget. act (hereinafter referred to as ""tat') amends as follows: 1. the tat. 19. the following sentence shall be added to paragraph (5) of the article:.according to the request of the head of the budgetary body responsible for health care, the reduction to the month of may or june shall be carried out by the fund manager to cover the provision of money in july or august. the tat. 24. in accordance with the performances measured in july 1993, the institutions will receive until 20 september 1993 the remuneration for the first month's performance (services) and the remuneration for the performance (tasks) will continue to be paid ex post on the basis of the performance measured two months before the 20th day of the second month following the month concerned. the tat. 24. the following paragraph 6 shall be added to section 5 of the act no. 6 of the act no. 6 of may and june 1993 of institutions performing the outpatient and inpatient specialization services, as laid down in the decree of the government under paragraph 5, until 20 july 1993 and until 20 august 1993 respectively: i. will receive a 10% increase in their monthly base forecast; institutions that do not fulfil their clearing obligation, not including institutions not included in performance-related remuneration, will receive an increase of 10%. in the first half of the year, they receive an amount corresponding to their basic monthly appropriations. the tat. 29. the first sentence of paragraph (2) of article 2 shall be replaced by the following:.the institution shall receive a remuneration on the basis of the weighted amount of the number of days of care provided in the context of chronic care (1) and the value of a forint, which the manager of the e. fund shall pay to the institution by 20 months after the second month of the month concerned, on the basis of the performance settlement by the 10th of the month following the month concerned. § this law shall enter into force at the same time as the tat on the day of its publication. 24. in paragraph 3 of the act, the words ""julius"" shall be replaced by the words ""september 28"" and ""september 28"" respectively. paragraph 2 and article 29 in paragraph 2 of the article 2, the text of the words ""may"" shall be replaced by the words ""juliusi"" in ""julius"" in the words ""september 25"" in the words ""september."" in paragraph (1) of the first subparagraph, the words ""the departments"" shall cease to be valid. [leg note_1] the act was adopted by the parliament on the day of its meeting on 27 april 1993.",11
2005XLIV,"xliv 2005 act lxxxi of 1997 on social security pensions. amending act no [fette_1] 1. § lxxxi 1997 on social security pensions act (hereinafter referred to as ""tny') 47. paragraph 2 (c) of the act is replaced by the following: [after the termination of the temporary widow's pension, a widow's pension shall be provided for by the right of the spouse who is disabled or permanently ill or who is entitled to at least two orphans.] § (1) this law shall enter into force on the day of its publication by establishing benefits under its provisions from the date of entry into force, in the case of other eligibility conditions. (2) at the same time as this act enters into force, tny. 66. in point (b) of paragraph 1 of the first subparagraph, the words ""to provide for the maintenance of at least two children entitled to an orphan' shall be replaced by the words ""to be provided for the care of at least two children entitled to an orphan'. the text with the condition laid down in paragraph 2 (c) of paragraph 2 of this article shall be inserted. [leg note_1] the act was adopted by the national assembly on 23 may 2005.",11
2006LXXIX,"lxxix 2006 act between the republic of hungary and the republic of korea on the publication of the convention on social security signed in budapest on 12 may 2006 [lagnote_1] 1. § the national assembly hereby authorises the recognition of the mandatory effect of the convention between the republic of hungary and the republic of korea on social security signed in budapest on 12 may 2006. 2. § parliament shall proclaim the convention by this law. 3. the authentic text of the convention in hungarian shall read as follows:..convention on social security between the republic of korea and the republic of hungary the republic of korea and the republic of hungary (hereinafter referred to as ""the contracting parties') whereas they intend to regulate the relationship between the two countries in the field of social security: part i general provisions article 1 definitions (1) in this convention, the following terms shall be included in the meaning: (a) (i) the provisions of the laws of the korean citizen of the republic of korea (hereinafter referred to as ""korea') as defined by the amended citizenship act: (ii) in relation to the republic of hungary (hereinafter referred to as ""hungary') natural persons who are considered to be hungarian citizens under the laws of the member states; (d) in the case of the provisions of article 2 of the act on social security security of the republic of korea; (h) in the case of the law of the republic of korea (hereinafter referred to as ""the ""hungary', in article 2; in the case of the case of the relevant legal act of the member states; (d) in the case of the case of the case of the case of the legal of the institution; (d) the relevant legal of the institution; (d) in article 2 (d) where: (d) the relevant legal of the institution; 2. terms not defined in this article shall be understood as meaning used in the applicable law in force. article 2 subject matter (1) this convention applies to the following laws: (a) for korea (i) the national pension law and (ii) only annex ii. (b) in relation to hungary (i) the legislation on the payment of social security contributions (ii) the legislation on social security pensions (iii) only the provisions of section ii. the provisions of the employment promotion and benefits act governing the obligation to pay for the provision of the unemployed. 2. unless otherwise provided for in this convention, the laws referred to in paragraph 1 of this article shall not include agreements or other international agreements concluded by a contracting party and a third party on social security or any legislation which is established with a view to their entry into force. 3. this convention shall also apply to future legislation which amends the legislation provided for in paragraph 1 of this article, which shall be consolidated or repealed. 4. this convention shall apply to acts which extend the scope of existing legislation of one contracting party to a new category of beneficiaries if notified in writing by the competent authority of one contracting party to the competent authority of the other contracting party and the latter declares acceptance of the extension within six months of receipt of the notification. 3.",11
2015CCXXVII,"ccxxvii 2015 act xxxiv of 2013 on the organisation involved in the settlement of certain disputes relating to the design and execution of works and amending certain laws in relation to the prevention of chain debts and late payments amending act no [fette_1] 1. § (1) xxxiv of 2013 on the organization involved in the settlement of certain disputes relating to the design and execution of works and the modification of certain laws in connection with the prevention of chain debts and late payments. act (hereinafter referred to as ""tszt') 1. § (1) of the act shall be replaced by the following:.................... (1) the certification expert body shall give expert opinions on matters arising from the performance of the construction contract (hereinafter referred to as the ""contract"") by the designer or the contractor (hereinafter referred to as the ""party"") if the certificate of performance has not been issued in dispute or the certificate of performance has been issued but the payment has not been made. 1. § (4) of this act shall be replaced by the following:............for the purposes of this act: (a) an additional obligation to provide a contract is a pledge and a guarantee (b) a person providing a guarantee: the financial institution or insurance undertaking which provides the guarantee shall be the guarantor and the guarantor. the tszt. 3. paragraph (2) (b) of the act shall be replaced by the following: (the performance certification expert body) (b) members of the minister of justice and construction technical inspectors - the hungarian chamber of commerce and industry is the hungarian chamber of engineers in addition to the opinion of the hungarian chamber of architects and construction professional organisations - appointed by the minister of justice (with the agreement of the hungarian chamber of engineers). 3. § (1) the tszt. 4. paragraph (2) of article 2 shall be replaced by the following: of members within the meaning of paragraph 2 (b). only judicial experts may be appointed to the chair of the board of experts. 4. the following paragraph 3 shall be added to section 3 of article 2 of the performance certification expert's board if the certificate of performance has been issued in the case but the payment has not been made and the contested gross value does not exceed huf 6 million. this procedure shall be attended by the head or deputy head of the certification expert body as chairman of the expert council. the tszt. 5. paragraph (1) of article 1 shall be replaced by the following:.1) in relation to the case in question, he shall not act as a member of the expert council who, under the civil procedure act, would not be able to act as an expert. in particular, it should be presumed that any person who has acted as an expert on behalf of any party in relation to the works covered by the case in question has acted as an expert. the tszt. 6. (a) a description of the works to be carried out by the contractor (subcontractor) according to the technical content of the contract;",12
2006CXX,"cxx 2006 law on the amendment of laws relating to certain constructions [legislation_1] 1. § lxxviii of 1997 on the formation and protection of the built environment. act (hereinafter referred to as ""the étv') 48. the following point (d) is added to paragraph 10 of section 9 of the act: [(10) a period of one year within the meaning of paragraph 9 shall start again for the construction authority:] (d) at the end of the suspension of the procedure. § (1) the étv. 49. article 48 (1) of the treaty shall be replaced by the following: (2) the etv. shall at the same time impose a construction fine to the extent and in the manner specified in the government's decree. (2) etv. 49. the following paragraphs 3 to 4 are added to article 3 (3) (a) of the act:.3 the civil engineering fine does not exempt from the obligation to restore the natural or former environment and to prohibit the suspension of liability for damages and the restriction of the activity. 4. a penalty shall not be imposed in connection with a construction activity carried out on the basis of a final and enforceable building or demolition permit on the basis of which the decision on which it was based was subsequently withdrawn by the building authority in its own jurisdiction or by means of a public prosecutor's protest or altered or destroyed by the supervisory body of the building authority on the basis of the decision of the constitutional court, provided that the builder has not acted in bad faith in respect of the grounds on which the withdrawal (revocation) was based. § lxxviii of 1993 on certain rules concerning the rental of dwellings and premises and their disposal. law 11/a, hereinafter referred to as ""lt.', is hereby amended as follows: the following paragraphs shall be added: § an energy certificate available under the special legislation, relating to the building and to the housing in it and not for housing purposes, shall be presented by the landlord to the tenant at the same time as the contract is concluded. § liii of 1994 on judicial enforcement law 22. paragraph 22 (b) is replaced by the following: (b) the decision of the medical and lawyer's disciplinary authorities in addition to the decision of the disciplinary board of design and expert engineers and architects to pay the fine and procedural cost. § liii of 1995 on general rules for the protection of the environment law 110. the following point (t) is added to paragraph 7 of article 7 of the act: [7] the government shall be authorised to regulate the professional rules of the environmental nature conservation expert activity. § (1) xciii of 1990 on levies act (hereinafter referred to as ""itv') annex xv point 1 of chapter iii of the act is replaced by the following: the procedure initiated by the building authority is to authorise the restoration of the renovation of the building of a new residential building to be renovated by the construction authority if (a) the building is intended for the construction of a plot for the purpose of the construction of a building for which it is intended (b) it is intended to permit the construction of a building for which the building is intended for a separate unit of destination of huf 10 000 (d) it is intended for the construction of a building for which the building is intended, up to a useful area of 250 m2 per unit of purpose, for the construction of an artifact of huf 20 000 (e) 100 000 per unit of use exceeding 250 m2 per 100 m2 (f) it is intended for the renewal of the construction of an existing building other than (c) and for the extension of the permit for the upgrading of the renovation of the construction of an existing building with the exception of point (f)",12
2015LI,"oj l 347, 20.12.2013, p. 671. act lxiv of 2005 on the spatial planning plan for budapest agglomeration. amending act no [fette_1] 1. § lxiv of 2005 on the spatial planning plan for budapest agglomeration. law 22. the following paragraph 3 is added to section 3 of section 3 of this annex:, 3) an area intended for installation which is the batrtmód of the approved settlement facility. shall continue to be considered as such an area already declared for incorporation before its entry into force unless this area is covered by the national structural plan and the otrt 1/1-11, annexed to the otrt 2. it falls within the territory of national technical infrastructure networks or individual works designated by annex ii (map) to this act or of the structural plan area technical infrastructure networks or individual works. § this law shall enter into force on the 8th day following its publication. [leg note_1] the act was adopted by the parliament on the 14th of april 2015.",12
1995XIX,"19th of 1995 act lxxviii of 1993 on certain arrangements for the rental of dwellings and premises and their disposal. amending act no [fette_1] 1. § lxxviii of 1993 on certain rules concerning the rental of dwellings and premises and their disposal. law 48. § 3 is amended as follows: § (1) the right to buy may be exercised in writing until 30 november 1995. (2) in the case of sale to the holder of the right of purchase, the right of repurchase shall be null and void. § this law shall enter into force on the day of its publication. [leg note_1] the act was adopted by the parliament on the 28th of march 1995.",12
2009LXXXIX,"lxxxix 2009 act cxxxiii of 2003 on condominiums amending act no [fette_1] 1. § cxxxiii of 2003 on condominiums act (hereinafter referred to as ""tt') the following 4/a. the following paragraphs shall be added: § about condominium property, the civil code (hereinafter referred to as ""ptk."") the provisions of this act shall apply to matters which are not governed by this act. § tt. 10. § 2 is replaced by the following: article 10 the following new subheading is added before section 10. § (1) the amendment of the articles of association, unless otherwise provided for in this act, shall require the consent of all fellow owners; the change shall be notified to the real estate authority. 2. with the exception of real estate and property as defined in paragraph (2) of section 2 of this article, the articles of association may authorise the community to exercise the right to dispose of the common property if the part of the property can be formed as a separate property or with which the object of the existing separate property can be expanded. in this case, the general assembly may decide to dispose by a positive vote of partners with a majority of at least two thirds of all ownership shares. the decision should provide for the establishment of joint ownership shares belonging to a separate ownership. the decision of the general assembly shall be a document capable of being registered in the real estate register. 3. the community may exercise the right to dispose of common property, as referred to in paragraph 2, even if a majority of at least four fifths of its shareholders agree to amend the instrument of incorporation by virtue of all ownership shares. in that case, the decision shall call upon the partners remaining in the minority to make a written declaration to the joint representative (chairman of the management committee) within 60 days of the decision whether to exercise the right to bring an action provided for in this act. 4. the decision of the general meeting referred to in paragraph 3 shall be a document fit for registration in the real estate register if, within the time limit laid down therein, the partners remaining in the minority do not make a written declaration or, according to their declaration, do not wish to exercise the right to bring an action. the decision should provide for the establishment of joint ownership shares belonging to a separate ownership. 5. a decision pursuant to paragraphs 2 to 3 shall be entered in an authentic instrument or in a private document countersigned by a lawyer, within the scope of his or her powers by a lawyer. 6. on the basis of the decision of the general assembly, if none of the conditions laid down in paragraphs 1 to 3 are met, any partner of the owner may ask the court to set up a part of a building which is jointly owned as a separate property or with which the object of the existing separate property may be extended to eliminate common property if it does not prejudice the fair interest of the minority. the application for an action shall be accompanied by a construction plan approved by the construction authority for the construction of a separate property. § tt. 11. § 2 is replaced by the following: article 11 the following new subheading shall be added before article 11 of the common rule for the establishment and amendment of the statute: § the instrument of incorporation and its amendment shall be incorporated in an instrument or in a private document countersigned by a lawyer, within the scope of his or her powers by a lawyer. § tt. 17. article 17 (2) is added as follows: the current text of section 1 (1) is amended as follows:...... (2) the rules for the use of all or part of the apartment for purposes other than housing and the conditions for activities in rooms other than those intended for housing, regardless of the title of use, are also laid down for the user of the place of residence.",12
2010CLX,"clx 2010 act 1 amending the laws applicable to certain state-owned specialized credit institutions [legislation_1] 1. § (1) xx of 2001 on the hungarian development bank company act (hereinafter referred to as ""mfb tv') 2. paragraph 2 (c) is replaced by the following: [2. § mfb zrt. the task of making the 3. in its activities as defined in paragraphs (1) to (3) of the act, transparency is beneficial in accordance with the requirements of efficiency and prudence - in order to ensure the development resources necessary to achieve the economic development objectives defined by the government's medium- and long-term strategy for the economy, it is necessary to participate partly independently in the financing of loans and capital for hungarian-based enterprises, including small and medium-sized enterprises, as well as for farmers and family-owned farmers; (2) mfb tv. 2. paragraph 1 (k) is replaced by the following: (k) in the financing of loans and capital for state-owned enterprises as defined in annex 1 and in the provision of a bank guarantee in their interest; (3) mfb tv. 2. the following point (m) shall be added to section 2 of this article: (m) in the performance of other development tasks under a government decision. § (1) the mfb tv. 3. paragraph (10) of the act shall be replaced by the following: the state property belonging to the property entrusted to it shall also be recorded in naturalia (quantity) and value, in accordance with the particularities of the property in question, the date of creation (activation). this separate register shall contain the carrying amount of the gross and net carrying amount of the company's shares, including the amount of the impairment recognised and any changes in them. 3. § (12) and (13) shall be replaced by the following provisions: pursuant to section (5) of the act, the operating costs of the organization arising from the exercise of ownership rights on behalf of the state of hungary shall be borne by the central budget. (13) mfb zrt. must ensure that the value of the property entrusted to him is preserved. § mfb tv. 4. article 4 is replaced by the following: § (1) mfb zrt. article 2 in order to carry out its tasks as defined in paragraph 2, it may carry out a financial service activity directly or through another credit institution. (2) mfb zrt. (a) intangible assets (b) fixed financial assets (c) fixed assets (d) current assets (e) current assets (f) financial services activities of a financial institution and (g) loans or loans to companies owned or entrusted by a financial institution other than a developmental loan or loan. (3) mfb zrt. it shall guarantee only the loan or loan provided for in paragraph 2 and any other banker's liability in connection with the aid. (4) mfb zrt. it may only grant a loan or loan and guarantee a bank guarantee and other banker's liability if the return on its repayment is secured on the basis of the business financial plans for the transaction or in view of the available collateral. if it's all in 2. the performance of the tasks specified in points (b) (k) and (m) of paragraph 1 shall be prevented at that time by giving priority to the performance of those tasks. (5) mfb zrt. a) investment fund managed by an investment fund established in hungary [cxx of 2001 on the capital market. act 5. (b) in hungary established in hungary",13
